23.247.128.0,34
23.247.130.0,9
23.247.135.0,7
23.247.136.0,1
23.247.137.0,5
23.247.138.0,19
23.247.139.0,5
23.247.144.0,9
23.247.145.0,14
23.247.146.0,9
23.247.147.0,4
23.247.148.0,5
23.247.149.0,1
23.247.150.0,6
23.247.151.0,4
23.247.153.0,1
23.247.156.0,11
23.247.157.0,1
23.247.158.0,2
23.247.163.0,47
23.247.164.0,14
23.247.165.0,11
23.247.166.0,13
23.247.167.0,5
23.247.168.0,6
23.247.170.0,3
23.247.180.0,1
23.247.187.0,5
23.247.189.0,5
23.247.191.0,17
23.247.202.0,46
23.247.203.0,44
23.247.204.0,6
23.247.206.0,2
23.247.207.0,2
23.247.212.0,33
23.247.213.0,14
23.247.214.0,8
23.247.215.0,30
23.247.216.0,2
23.247.220.0,3
23.247.228.0,8
23.247.229.0,4
23.247.230.0,10
23.247.231.0,1
23.247.232.0,3
23.247.233.0,3
23.247.234.0,54
23.247.235.0,33
23.247.240.0,15
23.247.241.0,4
23.247.242.0,4
23.247.243.0,4
23.247.244.0,66
23.247.245.0,56
23.247.246.0,55
23.247.247.0,49
23.247.249.0,4
23.247.250.0,3
23.247.251.0,2
23.247.252.0,3
23.247.253.0,33
